,key stats,mar21,mar20,mar19,mar18,mar17,company,mar16,mar15,mar14,mar13,mar12
1082,Book Value [Incl. Reval Reserve]/Share (Rs.),319.04,253.62,222.14,196.70,150.02,KOTAKBANK.NS,130.63,183.13,159.46,126.77,107.75
1083,Dividend/Share (Rs.),0.90,0.00,0.80,0.70,0.60,KOTAKBANK.NS,0.50,0.90,0.80,0.70,0.60
1084,Operating Revenue / Share (Rs.),135.43,140.77,125.44,103.63,96.14,KOTAKBANK.NS,89.32,125.85,113.81,107.72,83.44
1085,Net Profit/Share (Rs.),35.14,31.09,25.49,21.43,18.53,KOTAKBANK.NS,11.39,24.16,19.51,18.23,14.65
1086,Per Employee Ratios,,,,,,KOTAKBANK.NS,,,,,
1087,Interest Income/ Employee (Rs.),0.00,5382262.90,5734487.96,3949699.12,4022484.75,KOTAKBANK.NS,5216231.71,5399926.11,5479447.13,5957399.70,5150196.83
1088,Net Profit/ Employee (Rs.),0.00,1188628.09,1165265.18,816860.68,775340.41,KOTAKBANK.NS,665322.83,1036654.78,939074.38,1007938.67,904210.83
1089,Business/ Employee (Rs.),0.00,96448156.57,103363871.51,72472239.16,66706361.07,KOTAKBANK.NS,81919235.15,78345011.89,70062476.19,73702036.37,64679794.00
1090,Per Branch Ratios,,,,,,KOTAKBANK.NS,,,,,
1091,Interest Income/ Branch (Rs.),0.00,168310088.75,159621384.00,142280227.67,129283658.88,KOTAKBANK.NS,122912106.53,142103318.71,144910998.35,184038663.62,174091160.56
1092,Net Profit/ Branches (Rs.),0.00,37169886.25,32435544.67,29425817.00,24919633.31,KOTAKBANK.NS,15677261.82,27280388.89,24835024.79,31137693.36,30564873.24
1093,Business/ Branches (Rs.),0.00,3016054416.25,2877167818.00,2610671439.48,2143959011.69,KOTAKBANK.NS,1930294955.74,2061710839.18,1852891932.23,2276836363.84,2186359233.80
1094,Key Performance Ratios,,,,,,KOTAKBANK.NS,,,,,
1095,ROCE (%),3.32,2.86,2.77,2.80,2.90,KOTAKBANK.NS,2.20,2.96,3.05,2.66,2.62
1096,CASA (%),0.00,56.16,52.49,50.75,43.99,KOTAKBANK.NS,38.06,36.35,31.87,29.23,32.18
1097,Net Profit Margin (%),25.94,22.08,20.32,20.68,19.27,KOTAKBANK.NS,12.75,19.19,17.13,16.91,17.55
1098,Operating Profit Margin (%),5.60,2.13,1.09,0.16,-0.37,KOTAKBANK.NS,-3.18,-1.67,1.17,2.48,1.74
1099,Return on Assets (%),1.81,1.65,1.55,1.54,1.58,KOTAKBANK.NS,1.08,1.76,1.71,1.62,1.65
1100,Return on Equity / Networth (%),11.01,12.25,11.47,10.89,12.35,KOTAKBANK.NS,8.72,13.19,12.23,14.37,13.59
1101,Net Interest Margin (X),4.00,3.74,3.60,3.59,3.78,KOTAKBANK.NS,3.58,3.98,4.24,3.83,3.82
1102,Cost to Income (%),42.83,40.01,38.52,39.91,38.68,KOTAKBANK.NS,39.07,37.33,35.57,32.65,33.59
1103,Interest Income/Total Assets (%),6.99,7.47,7.66,7.45,8.24,KOTAKBANK.NS,8.52,9.16,10.00,9.60,9.41
1104,Non-Interest Income/Total Assets (%),1.42,1.49,1.47,1.52,1.62,KOTAKBANK.NS,1.35,1.91,1.59,1.38,1.48
1105,Operating Profit/Total Assets (%),0.39,0.15,0.08,0.01,-0.03,KOTAKBANK.NS,-0.27,-0.15,0.11,0.23,0.16
1106,Operating Expenses/Total Assets (%),2.23,2.45,2.40,2.42,2.61,KOTAKBANK.NS,2.84,3.07,2.90,2.64,2.79
1107,Interest Expenses/Total Assets (%),2.99,3.72,4.06,3.85,4.46,KOTAKBANK.NS,4.93,5.18,5.76,5.77,5.58
1108,Valuation Ratios,,,,,,KOTAKBANK.NS,,,,,
1109,Enterprise Value (Rs. Cr),639371.82,539805.51,502713.05,408715.23,331573.61,KOTAKBANK.NS,277636.35,184503.21,128949.87,117865.60,93294.25
1110,EV Per Net Sales (X),23.82,20.05,21.00,20.70,18.73,KOTAKBANK.NS,16.95,18.98,14.71,14.66,15.10
1111,Price To Book Value (X),5.50,5.11,6.01,5.33,5.81,KOTAKBANK.NS,5.21,7.17,4.88,5.14,5.03
1112,Price To Sales (X),12.95,9.21,10.65,10.12,9.07,KOTAKBANK.NS,7.62,10.43,6.84,6.05,6.50
1113,Retention Ratios (%),100.00,100.00,96.70,97.20,99.99,KOTAKBANK.NS,95.60,95.60,95.80,96.15,95.89
1114,Earnings Yield (X),0.02,0.02,0.02,0.02,0.02,KOTAKBANK.NS,0.02,0.02,0.03,0.03,0.03
1115,Key Financial Ratios of Larsen & Toubro (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,LT.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1116,Per Share Ratios,,,,,,LT.NS,,,,,
1117,Basic EPS (Rs.),19.13,47.59,53.43,38.46,39.00,LT.NS,57.07,54.46,59.36,79.99,72.92
1118,Diluted EPS (Rs.),19.11,47.53,53.34,38.37,38.86,LT.NS,56.80,54.10,59.00,79.33,72.23
1119,Cash EPS (Rs.),88.02,54.85,60.53,45.93,71.48,LT.NS,67.74,65.24,67.81,93.10,84.19
1120,Book Value [ExclRevalReserve]/Share (Rs.),430.13,371.65,356.79,349.79,491.55,LT.NS,436.96,398.78,362.96,473.23,411.53
1121,Book Value [InclRevalReserve]/Share (Rs.),430.13,371.65,356.79,349.79,491.55,LT.NS,437.13,398.95,363.17,473.56,411.87
1122,Dividend / Share(Rs.),36.00,18.00,18.00,16.00,21.00,LT.NS,18.25,16.25,14.25,18.50,16.50
1123,Revenue from Operations/Share (Rs.),521.99,586.82,586.62,531.36,704.47,LT.NS,641.76,613.39,610.63,989.17,868.23
1124,PBDIT/Share (Rs.),76.19,68.71,73.89,66.46,89.99,LT.NS,92.07,94.36,92.22,134.19,124.44
1125,PBIT/Share (Rs.),68.89,61.44,66.76,58.97,76.97,LT.NS,81.35,83.51,83.67,120.89,113.02
1126,PBT/Share (Rs.),31.60,49.76,65.72,51.82,72.44,LT.NS,71.81,72.09,78.41,107.78,103.04
1127,Net Profit/Share (Rs.),80.72,47.58,53.41,38.44,58.46,LT.NS,57.02,54.39,59.26,79.80,72.77
1128,Profitability Ratios,,,,,,LT.NS,,,,,
1129,PBDIT Margin (%),14.59,11.70,12.59,12.50,12.77,LT.NS,14.34,15.38,15.10,13.56,14.33
1130,PBIT Margin (%),13.19,10.46,11.38,11.09,10.92,LT.NS,12.67,13.61,13.70,12.22,13.01
1131,PBT Margin (%),6.05,8.47,11.20,9.75,10.28,LT.NS,11.18,11.75,12.84,10.89,11.86
1132,Net Profit Margin (%),15.46,8.10,9.10,7.23,8.29,LT.NS,8.88,8.86,9.70,8.06,8.38
1133,Return on Networth / Equity (%),18.76,12.80,14.96,10.99,11.89,LT.NS,13.04,13.63,16.32,16.86,17.68
1134,Return on Capital Employed (%),12.55,14.33,17.21,14.95,13.36,LT.NS,10.66,10.89,13.75,13.11,14.22
1135,Return on Assets (%),7.66,4.71,6.00,4.65,5.33,LT.NS,5.47,5.81,7.01,6.80,6.58
1136,Total Debt/Equity (X),0.39,0.49,0.24,0.20,0.21,LT.NS,0.30,0.33,0.28,0.27,0.33
1137,Asset Turnover Ratio (%),49.55,58.19,66.00,64.40,64.28,LT.NS,61.58,65.60,72.28,84.34,78.61
1138,Liquidity Ratios,,,,,,LT.NS,,,,,
1139,Current Ratio (X),1.46,1.18,1.30,1.32,1.44,LT.NS,1.40,1.44,1.33,1.41,1.27
1140,Quick Ratio (X),1.42,1.14,1.25,1.28,1.41,LT.NS,1.36,1.39,1.28,1.35,1.22
1141,Inventory Turnover Ratio (X),25.65,29.74,24.57,29.78,37.28,LT.NS,31.66,25.83,28.55,29.49,29.93
1142,Dividend Payout Ratio (NP) (%),0.00,21.01,0.00,0.00,0.00,LT.NS,32.00,29.87,24.04,23.18,22.67
1143,Dividend Payout Ratio (CP) (%),0.00,18.23,0.00,0.00,0.00,LT.NS,26.93,24.90,21.01,19.87,19.59
1144,Earnings Retention Ratio (%),0.00,78.99,0.00,0.00,0.00,LT.NS,68.00,70.13,75.96,76.82,77.33
1145,Cash Earnings Retention Ratio (%),0.00,81.77,0.00,0.00,0.00,LT.NS,73.07,75.10,78.99,80.13,80.41
1146,Valuation Ratios,,,,,,LT.NS,,,,,
1147,Enterprise Value (Cr.),219259.78,135120.58,198517.33,189149.97,153093.25,LT.NS,123829.26,170573.53,125533.25,90545.85,86520.15
1148,EV/Net Operating Revenue (X),2.99,1.64,2.41,2.54,2.33,LT.NS,2.07,2.99,2.22,1.49,1.63
1149,EV/EBITDA (X),20.49,14.01,19.15,20.31,18.23,LT.NS,14.44,19.45,14.69,10.96,11.35
1150,MarketCap/Net Operating Revenue (X),2.72,1.37,2.36,2.47,2.24,LT.NS,1.90,2.80,2.08,1.38,1.51
1151,Retention Ratios (%),0.00,78.98,0.00,0.00,0.00,LT.NS,67.99,70.12,75.95,76.81,77.32
1152,Price/BV (X),3.30,2.17,3.88,3.75,3.21,LT.NS,2.78,4.31,3.51,2.88,3.18
1153,Price/Net Operating Revenue,2.72,1.37,2.36,2.47,2.24,LT.NS,1.90,2.80,2.08,1.38,1.51
1154,Earnings Yield,0.06,0.06,0.04,0.03,0.04,LT.NS,0.05,0.03,0.05,0.06,0.06
1155,Key Financial Ratios of Mahindra and Mahindra (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,M&M.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1156,Per Share Ratios,,,,,,M&M.NS,,,,,
1157,Basic EPS (Rs.),2.25,11.16,40.29,36.64,30.69,M&M.NS,53.05,56.23,63.67,56.85,48.97
1158,Diluted EPS (Rs.),2.24,11.12,40.13,36.47,30.54,M&M.NS,52.80,53.66,61.07,54.61,46.89
1159,Cash EPS (Rs.),20.94,29.78,55.86,49.04,87.09,M&M.NS,72.10,72.64,78.29,68.84,58.66
1160,Book Value [ExclRevalReserve]/Share (Rs.),288.77,288.91,287.09,254.58,451.22,M&M.NS,378.36,325.40,284.26,248.14,202.95
1161,Book Value [InclRevalReserve]/Share (Rs.),288.77,288.91,287.09,254.58,451.22,M&M.NS,378.36,325.58,284.44,248.32,206.63
1162,Dividend / Share(Rs.),8.75,2.35,8.50,7.50,13.00,M&M.NS,12.00,12.00,14.00,13.00,12.50
1163,Revenue from Operations/Share (Rs.),376.98,381.28,449.93,409.14,742.12,M&M.NS,689.71,658.53,686.21,685.07,540.77
1164,PBDIT/Share (Rs.),64.68,62.58,69.89,61.01,98.72,M&M.NS,92.30,84.92,92.14,89.08,71.92
1165,PBIT/Share (Rs.),45.99,43.95,54.28,48.58,73.01,M&M.NS,74.27,68.44,77.51,77.04,62.14
1166,PBT/Share (Rs.),12.22,26.12,53.08,51.28,79.56,M&M.NS,72.29,70.49,74.02,75.33,61.22
1167,Net Profit/Share (Rs.),2.25,11.15,40.25,36.61,61.38,M&M.NS,54.07,56.16,63.67,56.80,48.87
1168,Profitability Ratios,,,,,,M&M.NS,,,,,
1169,PBDIT Margin (%),17.15,16.41,15.53,14.91,13.30,M&M.NS,13.38,12.89,13.42,13.00,13.29
1170,PBIT Margin (%),12.19,11.52,12.06,11.87,9.83,M&M.NS,10.76,10.39,11.29,11.24,11.49
1171,PBT Margin (%),3.24,6.85,11.79,12.53,10.72,M&M.NS,10.48,10.70,10.78,10.99,11.32
1172,Net Profit Margin (%),0.59,2.92,8.94,8.94,8.27,M&M.NS,7.83,8.52,9.27,8.29,9.03
1173,Return on Networth / Equity (%),0.77,3.86,14.01,14.37,13.60,M&M.NS,14.29,17.25,22.39,22.88,24.08
1174,Return on Capital Employed (%),12.35,13.26,16.86,16.95,14.28,M&M.NS,12.49,13.85,16.68,17.36,17.39
1175,Return on Assets (%),0.45,2.63,9.10,9.18,9.11,M&M.NS,9.02,10.08,12.01,12.21,12.03
1176,Total Debt/Equity (X),0.21,0.09,0.07,0.09,0.10,M&M.NS,0.08,0.14,0.22,0.22,0.27
1177,Asset Turnover Ratio (%),75.58,90.07,101.74,102.67,110.22,M&M.NS,115.14,118.21,129.46,147.30,133.21
1178,Liquidity Ratios,,,,,,M&M.NS,,,,,
1179,Current Ratio (X),1.34,1.38,1.26,1.24,1.31,M&M.NS,1.18,1.13,1.29,1.10,1.08
1180,Quick Ratio (X),1.08,1.07,0.99,1.03,1.02,M&M.NS,0.91,0.86,0.97,0.80,0.76
1181,Inventory Turnover Ratio (X),11.39,13.38,13.96,18.02,15.97,M&M.NS,15.21,15.98,14.45,16.71,13.51
1182,Dividend Payout Ratio (NP) (%),108.74,89.23,19.43,21.24,23.08,M&M.NS,26.42,22.44,22.94,23.80,26.65
1183,Dividend Payout Ratio (CP) (%),11.67,33.41,14.00,15.85,16.26,M&M.NS,19.82,17.34,18.65,19.64,22.21
1184,Earnings Retention Ratio (%),-8.74,10.77,80.57,78.76,76.92,M&M.NS,73.58,77.56,77.06,76.20,73.35
1185,Cash Earnings Retention Ratio (%),88.33,66.59,86.00,84.15,83.74,M&M.NS,80.18,82.66,81.35,80.36,77.79
1186,Valuation Ratios,,,,,,M&M.NS,,,,,
1187,Enterprise Value (Cr.),95836.31,32697.16,78800.35,88050.00,77347.75,M&M.NS,71245.22,70763.66,58684.50,52281.07,43035.99
1188,EV/Net Operating Revenue (X),2.13,0.72,1.47,1.81,1.76,M&M.NS,1.74,1.82,1.45,1.29,1.35
1189,EV/EBITDA (X),12.40,4.38,9.46,12.13,13.20,M&M.NS,13.03,14.09,10.79,9.94,10.16
1190,MarketCap/Net Operating Revenue (X),2.11,0.75,1.49,1.81,1.73,M&M.NS,1.75,1.80,1.43,1.26,1.29
1191,Retention Ratios (%),-8.74,10.76,80.56,78.75,76.91,M&M.NS,73.57,77.55,77.05,76.19,73.34
1192,Price/BV (X),2.75,0.99,2.34,2.91,2.85,M&M.NS,3.20,3.65,3.45,3.47,3.43
1193,Price/Net Operating Revenue,2.11,0.75,1.49,1.81,1.73,M&M.NS,1.75,1.80,1.43,1.26,1.29
1194,Earnings Yield,0.00,0.04,0.06,0.05,0.05,M&M.NS,0.04,0.05,0.06,0.07,0.07
1195,Key Financial Ratios of Maruti Suzuki India (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,MARUTI.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1196,Per Share Ratios,,,,,,MARUTI.NS,,,,,
1197,Basic EPS (Rs.),140.02,187.06,248.30,255.62,243.32,MARUTI.NS,177.58,122.85,92.13,79.19,56.60
1198,Diluted EPS (Rs.),140.02,187.06,248.30,255.62,243.32,MARUTI.NS,177.58,122.85,92.13,79.19,56.60
1199,Cash EPS (Rs.),240.44,303.85,348.33,347.01,329.55,MARUTI.NS,271.01,204.69,161.17,140.84,95.97
1200,Book Value [ExclRevalReserve]/Share (Rs.),1700.89,1603.87,1527.86,1382.69,1206.33,MARUTI.NS,989.54,784.91,694.64,615.20,525.52
1201,Book Value [InclRevalReserve]/Share (Rs.),1700.89,1603.87,1527.86,1382.69,1206.33,MARUTI.NS,989.54,784.91,694.64,615.20,525.52
1202,Dividend / Share(Rs.),45.00,60.00,80.00,80.00,75.00,MARUTI.NS,35.00,25.00,12.00,8.00,7.50
1203,Revenue from Operations/Share (Rs.),2328.89,2503.66,2848.35,2641.15,2252.81,MARUTI.NS,1905.24,1654.66,1447.04,1443.31,1231.39
1204,PBDIT/Share (Rs.),274.56,355.08,449.02,467.12,418.93,MARUTI.NS,342.56,249.82,195.99,166.95,115.56
1205,PBIT/Share (Rs.),174.18,238.33,349.05,375.80,332.77,MARUTI.NS,249.18,168.02,126.97,105.32,76.17
1206,PBT/Share (Rs.),170.84,233.93,346.54,364.35,329.81,MARUTI.NS,246.48,161.20,121.14,99.04,74.26
1207,Net Profit/Share (Rs.),140.06,187.11,248.36,255.69,243.38,MARUTI.NS,177.63,122.89,92.15,79.21,56.58
1208,Profitability Ratios,,,,,,MARUTI.NS,,,,,
1209,PBDIT Margin (%),11.78,14.18,15.76,17.68,18.59,MARUTI.NS,17.98,15.09,13.54,11.56,9.38
1210,PBIT Margin (%),7.47,9.51,12.25,14.22,14.77,MARUTI.NS,13.07,10.15,8.77,7.29,6.18
1211,PBT Margin (%),7.33,9.34,12.16,13.79,14.64,MARUTI.NS,12.93,9.74,8.37,6.86,6.03
1212,Net Profit Margin (%),6.01,7.47,8.71,9.68,10.80,MARUTI.NS,9.32,7.42,6.36,5.48,4.59
1213,Return on Networth / Equity (%),8.23,11.66,16.25,18.49,20.17,MARUTI.NS,17.95,15.65,13.26,12.87,10.76
1214,Return on Capital Employed (%),9.74,14.04,21.60,25.83,26.42,MARUTI.NS,17.35,15.00,12.39,11.95,10.37
1215,Return on Assets (%),6.03,9.03,11.91,13.00,14.34,MARUTI.NS,12.79,11.06,9.11,8.94,7.33
1216,Total Debt/Equity (X),0.01,0.00,0.00,0.00,0.01,MARUTI.NS,0.00,0.01,0.08,0.07,0.07
1217,Asset Turnover Ratio (%),100.37,120.87,136.68,134.34,132.74,MARUTI.NS,137.19,148.93,143.11,163.04,159.56
1218,Liquidity Ratios,,,,,,MARUTI.NS,,,,,
1219,Current Ratio (X),1.15,0.75,0.87,0.51,0.66,MARUTI.NS,0.71,0.93,1.76,1.63,1.69
1220,Quick Ratio (X),0.96,0.46,0.64,0.31,0.42,MARUTI.NS,0.43,0.63,1.54,1.35,1.42
1221,Inventory Turnover Ratio (X),23.06,23.52,25.87,25.23,20.86,MARUTI.NS,18.37,19.11,25.62,23.68,19.81
1222,Dividend Payout Ratio (NP) (%),0.00,42.76,32.21,29.34,14.38,MARUTI.NS,14.07,20.34,13.02,10.10,13.25
1223,Dividend Payout Ratio (CP) (%),0.00,26.33,22.97,21.61,10.62,MARUTI.NS,9.22,12.21,7.44,5.68,7.81
1224,Earnings Retention Ratio (%),0.00,57.24,67.79,70.66,85.62,MARUTI.NS,85.93,79.66,86.98,89.90,86.75
1225,Cash Earnings Retention Ratio (%),0.00,73.67,77.03,78.39,89.38,MARUTI.NS,90.78,87.79,92.56,94.32,92.19
1226,Valuation Ratios,,,,,,MARUTI.NS,,,,,
1227,Enterprise Value (Cr.),204616.85,129575.25,201456.04,267706.83,182403.66,MARUTI.NS,112352.02,111879.25,60591.68,39261.14,37631.19
1228,EV/Net Operating Revenue (X),2.91,1.71,2.34,3.36,2.68,MARUTI.NS,1.95,2.24,1.39,0.90,1.06
1229,EV/EBITDA (X),24.68,12.08,14.86,18.98,14.42,MARUTI.NS,10.86,14.83,10.24,7.79,11.27
1230,MarketCap/Net Operating Revenue (X),2.95,1.71,2.34,3.36,2.67,MARUTI.NS,1.95,2.24,1.36,0.89,1.10
1231,Retention Ratios (%),0.00,57.23,67.78,70.65,85.61,MARUTI.NS,85.92,79.65,86.97,89.89,86.74
1232,Price/BV (X),4.03,2.67,4.37,6.41,4.99,MARUTI.NS,3.76,4.71,2.84,2.08,2.57
1233,Price/Net Operating Revenue,2.95,1.71,2.34,3.36,2.67,MARUTI.NS,1.95,2.24,1.36,0.89,1.10
1234,Earnings Yield,0.02,0.04,0.04,0.03,0.04,MARUTI.NS,0.05,0.03,0.05,0.06,0.04
1235,Key Financial Ratios of Nestle India (in Rs. Cr.),Dec 20,Dec 19,Dec 18,Dec 17,Dec 16,NESTLEIND.NS,Dec 15,Dec 14,Dec 13,Dec 12,Dec 11
1236,Per Share Ratios,,,,,,NESTLEIND.NS,,,,,
1237,Basic EPS (Rs.),215.98,204.28,166.67,127.07,96.10,NESTLEIND.NS,58.42,122.87,115.87,110.76,99.73
1238,Diluted EPS (Rs.),215.98,204.28,166.67,127.07,96.10,NESTLEIND.NS,58.42,122.87,115.87,110.76,99.73
1239,Cash EPS (Rs.),254.39,242.54,201.47,162.56,132.77,NESTLEIND.NS,94.43,157.87,150.08,139.50,115.63
1240,Book Value [ExclRevalReserve]/Share (Rs.),209.43,199.01,381.01,354.76,312.56,NESTLEIND.NS,292.25,294.26,245.67,186.52,132.13
1241,Book Value [InclRevalReserve]/Share (Rs.),209.43,199.01,381.01,354.76,312.56,NESTLEIND.NS,292.25,294.26,245.67,186.52,132.13
1242,Dividend / Share(Rs.),200.00,342.00,115.00,86.00,63.00,NESTLEIND.NS,48.50,63.00,48.50,48.50,48.50
1243,Revenue from Operations/Share (Rs.),1384.57,1282.81,1171.15,1038.12,956.63,NESTLEIND.NS,847.89,1022.07,943.90,864.40,779.36
1244,PBDIT/Share (Rs.),347.16,329.06,298.34,235.79,192.99,NESTLEIND.NS,172.68,219.78,210.61,192.53,160.38
1245,PBIT/Share (Rs.),308.75,290.67,263.52,200.29,156.32,NESTLEIND.NS,136.67,184.77,176.39,163.79,144.48
1246,PBT/Share (Rs.),291.72,277.28,251.91,190.76,149.51,NESTLEIND.NS,84.38,184.02,174.03,161.03,143.95
1247,Net Profit/Share (Rs.),215.97,204.15,166.66,127.07,96.09,NESTLEIND.NS,58.42,122.87,115.86,110.76,99.73
1248,Profitability Ratios,,,,,,NESTLEIND.NS,,,,,
1249,PBDIT Margin (%),25.07,25.65,25.47,22.71,20.17,NESTLEIND.NS,20.36,21.50,22.31,22.27,20.57
1250,PBIT Margin (%),22.29,22.65,22.50,19.29,16.34,NESTLEIND.NS,16.11,18.07,18.68,18.94,18.53
1251,PBT Margin (%),21.06,21.61,21.50,18.37,15.62,NESTLEIND.NS,9.95,18.00,18.43,18.62,18.46
1252,Net Profit Margin (%),15.59,15.91,14.23,12.24,10.04,NESTLEIND.NS,6.88,12.02,12.27,12.81,12.79
1253,Return on Networth / Equity (%),103.12,102.58,43.74,35.81,30.74,NESTLEIND.NS,19.98,41.75,47.16,59.38,75.47
1254,Return on Capital Employed (%),55.05,56.25,40.76,32.90,29.13,NESTLEIND.NS,28.61,39.90,34.23,39.23,47.47
1255,Return on Assets (%),26.36,27.44,19.86,16.64,13.61,NESTLEIND.NS,9.26,20.35,17.69,20.68,21.84
1256,Total Debt/Equity (X),0.02,0.03,0.01,0.01,0.01,NESTLEIND.NS,0.01,0.01,0.50,0.58,0.76
1257,Asset Turnover Ratio (%),168.99,172.43,139.61,135.95,135.52,NESTLEIND.NS,134.45,169.34,144.13,161.39,170.71
1258,Liquidity Ratios,,,,,,NESTLEIND.NS,,,,,
1259,Current Ratio (X),1.68,1.74,2.55,2.64,2.01,NESTLEIND.NS,1.68,1.45,1.71,1.31,0.88
1260,Quick Ratio (X),1.11,1.16,2.03,2.03,1.43,NESTLEIND.NS,1.12,0.83,1.16,0.65,0.38
1261,Inventory Turnover Ratio (X),9.42,9.64,11.70,11.09,9.78,NESTLEIND.NS,9.96,11.67,12.37,11.18,10.24
1262,Dividend Payout Ratio (NP) (%),90.74,149.88,67.80,67.67,65.55,NESTLEIND.NS,83.01,51.27,41.85,43.78,48.63
1263,Dividend Payout Ratio (CP) (%),77.04,126.15,56.08,52.90,47.44,NESTLEIND.NS,51.35,39.90,32.31,34.76,41.94
1264,Earnings Retention Ratio (%),9.26,-49.88,32.20,32.33,34.45,NESTLEIND.NS,16.99,48.73,58.15,56.22,51.37
1265,Cash Earnings Retention Ratio (%),22.96,-26.15,43.92,47.10,52.56,NESTLEIND.NS,48.65,60.10,67.69,65.24,58.06
1266,Valuation Ratios,,,,,,NESTLEIND.NS,,,,,
1267,Enterprise Value (Cr.),175604.01,141349.79,105521.18,74219.21,57292.48,NESTLEIND.NS,55674.15,61087.78,51516.21,48930.67,40976.83
1268,EV/Net Operating Revenue (X),13.15,11.43,9.34,7.41,6.21,NESTLEIND.NS,6.81,6.20,5.66,5.87,5.45
1269,EV/EBITDA (X),52.46,44.55,36.68,32.65,30.79,NESTLEIND.NS,33.44,28.83,25.37,26.36,26.50
1270,MarketCap/Net Operating Revenue (X),13.28,11.53,9.48,7.56,6.30,NESTLEIND.NS,6.87,6.24,5.61,5.77,5.35
1271,Retention Ratios (%),9.25,-49.88,32.19,32.32,34.44,NESTLEIND.NS,16.98,48.72,58.14,56.21,51.36
1272,Price/BV (X),87.82,74.32,29.15,22.11,19.29,NESTLEIND.NS,19.93,21.68,21.56,26.76,31.58
1273,Price/Net Operating Revenue,13.28,11.53,9.48,7.56,6.30,NESTLEIND.NS,6.87,6.24,5.61,5.77,5.35
1274,Earnings Yield,0.01,0.01,0.02,0.02,0.02,NESTLEIND.NS,0.01,0.02,0.02,0.02,0.02
1275,Key Financial Ratios of NTPC (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,NTPC.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1276,Per Share Ratios,,,,,,NTPC.NS,,,,,
1277,Basic EPS (Rs.),13.99,10.22,11.88,12.54,11.38,NTPC.NS,13.06,12.48,13.31,15.30,11.19
1278,Diluted EPS (Rs.),13.99,10.22,11.88,12.54,11.38,NTPC.NS,13.05,12.48,13.31,15.30,11.19
1279,Cash EPS (Rs.),24.94,18.94,19.21,21.15,18.56,NTPC.NS,19.33,18.44,18.33,19.42,14.57
1280,Book Value [ExclRevalReserve]/Share (Rs.),122.71,114.78,108.55,123.43,116.71,NTPC.NS,110.72,99.03,104.08,97.49,88.89
1281,Book Value [InclRevalReserve]/Share (Rs.),122.71,114.78,108.55,123.43,116.71,NTPC.NS,110.72,99.03,104.08,97.49,88.89
1282,Dividend / Share(Rs.),6.15,3.15,6.08,5.12,4.78,NTPC.NS,3.35,2.50,5.75,5.75,4.00
1283,Revenue from Operations/Share (Rs.),102.31,98.74,91.27,101.21,94.93,NTPC.NS,85.92,88.83,87.34,79.65,75.26
1284,PBDIT/Share (Rs.),34.19,30.19,24.91,28.41,27.11,NTPC.NS,23.11,21.67,24.82,24.48,20.03
1285,PBIT/Share (Rs.),23.45,21.47,17.57,19.80,19.93,NTPC.NS,16.83,15.71,19.80,20.36,16.64
1286,PBT/Share (Rs.),16.19,14.62,12.81,14.97,14.62,NTPC.NS,12.85,12.39,16.88,20.07,14.57
1287,Net Profit/Share (Rs.),14.20,10.22,11.88,12.54,11.38,NTPC.NS,13.06,12.48,13.31,15.30,11.19
1288,Profitability Ratios,,,,,,NTPC.NS,,,,,
1289,PBDIT Margin (%),33.41,30.57,27.28,28.06,28.55,NTPC.NS,26.89,24.39,28.41,30.73,26.61
1290,PBIT Margin (%),22.91,21.74,19.25,19.56,20.99,NTPC.NS,19.59,17.68,22.66,25.56,22.11
1291,PBT Margin (%),15.82,14.80,14.03,14.78,15.39,NTPC.NS,14.95,13.94,19.32,25.19,19.35
1292,Net Profit Margin (%),13.87,10.35,13.01,12.39,11.99,NTPC.NS,15.20,14.04,15.23,19.21,14.86
1293,Return on Networth / Equity (%),11.57,8.90,10.93,10.16,9.75,NTPC.NS,11.79,12.60,12.78,15.69,12.58
1294,Return on Capital Employed (%),8.04,7.88,7.45,7.57,8.30,NTPC.NS,5.94,6.17,7.11,9.11,7.46
1295,Return on Assets (%),4.01,3.08,4.03,3.97,3.96,NTPC.NS,5.00,5.22,6.11,7.83,6.54
1296,Total Debt/Equity (X),1.38,1.41,1.26,1.13,1.04,NTPC.NS,0.95,0.96,0.73,0.66,0.63
1297,Asset Turnover Ratio (%),28.90,29.81,31.04,32.07,33.08,NTPC.NS,32.92,37.16,40.10,40.76,44.06
1298,Liquidity Ratios,,,,,,NTPC.NS,,,,,
1299,Current Ratio (X),0.97,1.00,0.79,0.84,0.75,NTPC.NS,0.87,1.22,1.58,1.82,2.17
1300,Quick Ratio (X),0.82,0.81,0.65,0.70,0.58,NTPC.NS,0.67,0.98,1.36,1.64,1.96
1301,Inventory Turnover Ratio (X),10.81,9.10,11.31,13.78,12.03,NTPC.NS,10.11,9.83,13.40,16.19,16.76
